title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"Copa América, Summer Olympics, Donald Trump, Presidential Election, Hurricanes And More Top 10 Google Searches In 2024 - Apple  ( NASDAQ:AAPL ) , Comcast  ( NASDAQ:CMCSA ) ",https://www.benzinga.com/general/education/24/12/42417615/copa-america-summer-olympics-donald-trump-presidential-election-hurricanes-and-more-top-10-goog,2024-12-10 16:01:34,['Chris Katje'],"A look at the top searched items, news stories and people on Google in 2024. The 2024 U.S. presidential election drew huge attention from people around the world. Get Monthly Picks of Market's Fastest Movers As 2024 draws to a close, it leaves behind a series of impactful and memorable news ...",https://cdn.benzinga.com/files/images/story/2024/12/10/Chiangmai--Thailand---Jan-02-2018--Close.jpeg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.311893,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.154455', 'ticker_sentiment_score': '0.238552', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.504646', 'ticker_sentiment_score': '0.294582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.154455', 'ticker_sentiment_score': '-0.070855', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.077593', 'ticker_sentiment_score': '0.164431', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRWD', 'relevance_score': '0.154455', 'ticker_sentiment_score': '-0.216083', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
"Competitor Analysis: Evaluating Apple And Competitors In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/insights/news/24/12/42415654/competitor-analysis-evaluating-apple-and-competitors-in-technology-hardware-storage-amp-peripherals,2024-12-10 15:00:28,['Benzinga Insights'],"In the ever-evolving and intensely competitive business landscape, conducting a thorough company analysis is of utmost importance for investors and industry followers.",https://www.benzinga.com/files/images/story/2024/1733842825_0.png,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.95493'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.503496'}]",0.267657,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.511256', 'ticker_sentiment_score': '0.338347', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Taiwan Semi November Revenue Ups 34% Strengthened by AI and Smartphone Demand - Taiwan Semiconductor  ( NYSE:TSM ) ,https://www.benzinga.com/24/12/42413866/taiwan-semiconductor-surges-34-in-november-strengthened-by-ai-and-smartphone-demand,2024-12-10 14:10:15,['Anusuya Lahiri'],"Taiwan Semiconductor Manufacturing Co TSM reported a topline growth of 34% year-on-year to $8.55 billion in November 2024. Revenue for January through November 2024 grew by 31.8% year over year to $81.05 billion, testimony to the continued artificial intelligence frenzy.",https://editorial-assets.benzinga.com/wp-content/uploads/2024/12/10032041/newplot-1-2.png,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.225041,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '0.213988', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.213988', 'ticker_sentiment_score': '0.033379', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.201757', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.201757', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.316168', 'ticker_sentiment_score': '0.027758', 'ticker_sentiment_label': 'Neutral'}]"
Apple Inc.  ( AAPL )  is Attracting Investor Attention: Here is What You Should Know,https://www.zacks.com/stock/news/2381410/apple-inc-aapl-is-attracting-investor-attention-here-is-what-you-should-know,2024-12-10 14:00:14,['Zacks Equity Research'],"Apple (AAPL) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",https://staticx-tuner.zacks.com/images/default_article_images/default271.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",0.243822,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.484798', 'ticker_sentiment_score': '0.172898', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Want to Buy Nvidia Stock Before the End of the Year? Consider These 7 Magnificent Nvidia-Heavy Vanguard ETFs.,https://www.fool.com/investing/2024/12/10/buy-nvidia-stock-before-the-end-of-the-year-2024/,2024-12-10 12:15:00,['Daniel Foelber'],"Nvidia ( NASDAQ: NVDA ) has followed up its unbelievable 2023 performance with another jaw-dropping year-to-date gain of 180% at the time of this writing. Nvidia's earnings continue to impress, and there are expectations for even more growth in 2025.However, some investors may be concerned about ...",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F800256%2Fgettyimages-1346508441-1201x698-813e3a7-1.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.999997'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",0.235557,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.063928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NFLX', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.774258', 'ticker_sentiment_score': '0.458269', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.113329', 'ticker_sentiment_score': '0.084003', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.148963', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'XOM', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.148963', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.056808', 'ticker_sentiment_score': '-0.069928', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UNH', 'relevance_score': '0.056808', 'ticker_sentiment_score': '0.148963', 'ticker_sentiment_label': 'Neutral'}]"
Will the Stock Market Crash in 2025?,https://www.fool.com/investing/2024/12/10/will-the-stock-market-crash-in-2025/,2024-12-10 11:45:00,['Geoffrey Seiler'],"The S&P 500 ( SNPINDEX: ^GSPC ) is on its way to its second straight year of outsized returns. After generating a total return of 26.3% last year, including dividends, it's up about 29% this year, as of this writing. That has led some some pundits to question whether the market is becoming too ...",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F800213%2Fgettyimages-1373109638.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.96136'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.214468,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.089629', 'ticker_sentiment_score': '0.177049', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.13409', 'ticker_sentiment_score': '0.151772', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.044885', 'ticker_sentiment_score': '0.041776', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.044885', 'ticker_sentiment_score': '-0.004979', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.044885', 'ticker_sentiment_score': '0.220104', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
1 Warren Buffett Stock That Has Historically Been a Big Winner: Is It Headed Higher?,https://www.fool.com/investing/2024/12/10/warren-buffett-stock-winner-headed-higher/,2024-12-10 11:30:00,['Neil Patel'],"Since Visa's ( NYSE: V ) initial public offering in March 2008, its shares have produced a total return ( including reinvested dividends ) of 2,380%. That tremendous performance absolutely trounced the 552% total return that the S&P 500 index generated during the same period.",https://g.foolcdn.com/editorial/images/800279/buffett21-tmf.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.95493'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.300627,Somewhat-Bullish,"[{'ticker': 'PYPL', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.136424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.136424', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'V', 'relevance_score': '0.535653', 'ticker_sentiment_score': '0.444658', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.064797', 'ticker_sentiment_score': '0.255731', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
1 Magnificent Vanguard ETF I'm Buying Hand Over Fist in 2025,https://www.fool.com/investing/2024/12/10/1-magnificent-vanguard-etf-im-buying-hand-over-fis/,2024-12-10 11:00:00,['Katie Brockman'],"Stocks have been soaring over the last two years since the latest bull market began, and now could be a fantastic opportunity to load up on new investments.One of the simplest and easiest ways to generate wealth is to invest in exchange-traded funds ( ETFs ) , which are bundles of securities ...",https://media.ycharts.com/charts/68900f15c445f158b2f9a3ad1d496adb.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.241042,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.042258', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.087681', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.042258', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.114682', 'ticker_sentiment_score': '0.087681', 'ticker_sentiment_label': 'Neutral'}]"
Trump Announces Plans To Have Dinner With Amazon Founder Jeff Bezos As Billionaire Rivals Turn Unexpected Allies After Years Of Clashes - Amazon.com  ( NASDAQ:AMZN ) ,https://www.benzinga.com/media/24/12/42407739/trump-announces-plans-to-have-dinner-with-amazon-founder-jeff-bezos-as-billionaire-rivals-turn-unexpected-a,2024-12-10 10:41:34,['Ananya Gairola'],"President-elect Donald Trump has disclosed plans to have dinner with Amazon Inc. AMZN founder Jeff Bezos. What Happened: During a Meet the Press interview with Kristen Welker on Sunday, Trump said that following his Nov. 5 win, he got calls from many people.",https://cdn.benzinga.com/files/images/story/2024/12/10/Donald-Trump-Jeff-Bezos.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.212224,Somewhat-Bullish,"[{'ticker': 'NYT', 'relevance_score': '0.085324', 'ticker_sentiment_score': '0.25384', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.085324', 'ticker_sentiment_score': '0.207101', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.085324', 'ticker_sentiment_score': '0.1522', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.085324', 'ticker_sentiment_score': '-0.064573', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.479683', 'ticker_sentiment_score': '0.229389', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Prediction: This Relentless Vanguard ETF Will Crush the S&P 500 Again in 2025,https://www.fool.com/investing/2024/12/10/prediction-vanguard-etf-will-crush-sp-500-in-2025/,2024-12-10 09:21:00,['Anthony Di Pizio'],"This exchange-traded fund only holds the top-performing growth stocks from the S&P 500, and ignores the rest.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F800173%2Fa-golden-bull-figurine-on-top-of-a-strip-of-money.jpg&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999938'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.318519,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.05387', 'ticker_sentiment_score': '0.012977', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.069251', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.229247', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.199648', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.069251', 'ticker_sentiment_label': 'Neutral'}]"
"Bill Gates Could Go Bankrupt If Tesla Stock Surges 200% To Become The Top Company, Says Elon Musk - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/news/global/24/12/42406893/bill-gates-could-go-bankrupt-if-tesla-stock-surges-200-to-become-the-top-company-says-elon-musk,2024-12-10 09:15:21,['Kaustubh Bagalkote'],"Tesla Inc. TSLA CEO Elon Musk quipped on X that Microsoft Corp. MSFT co-founder Bill Gates could face bankruptcy if Tesla becomes ""the world's most valuable company by far,"" escalating their long-running dispute over Gates' short position in the electric vehicle maker.",https://cdn.benzinga.com/files/images/story/2024/12/10/Gates-Resume.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.134309,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.246999', 'ticker_sentiment_score': '0.088508', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.266582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.266582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.266582', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.166169', 'ticker_sentiment_score': '0.070216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.654859', 'ticker_sentiment_score': '0.244887', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Nvidia China Antitrust Probe May 'Remain Unsolved' In Near Term Says Top Analyst; Investors Should Be Prepared For Increased Scrutiny - NVIDIA  ( NASDAQ:NVDA ) , Qualcomm  ( NASDAQ:QCOM ) ",https://www.benzinga.com/news/legal/24/12/42404352/nvidia-china-antitrust-probe-may-remain-unsolved-in-near-term-says-top-analyst-investors-should-be-pre,2024-12-10 01:51:30,['Ananya Gairola'],"On Monday, China launched an antitrust investigation into Nvidia Corporation NVDA. However, a top analyst maintains that the case may go unresolved.",https://editorial-assets.benzinga.com/wp-content/uploads/2024/12/09203956/Screenshot-2024-12-10-at-7.09.51%E2%80%AFAM-1024x375.png,Benzinga,News,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.097901,Neutral,"[{'ticker': 'APG', 'relevance_score': '0.068896', 'ticker_sentiment_score': '0.129517', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.612716', 'ticker_sentiment_score': '0.225472', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.068896', 'ticker_sentiment_score': '0.190966', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"Digital Content Market to grow by USD 927 Billion  ( 2024-2028 ) , driven by digital transformation across sectors, Report on how AI is driving market transformation - Technavio",https://www.benzinga.com/pressreleases/24/12/n42397929/digital-content-market-to-grow-by-usd-927-billion-2024-2028-driven-by-digital-transformation-acros,2024-12-09 19:15:00,['PRNewswire'],"NEW YORK, Dec. 9, 2024 /PRNewswire/ -- Report with the AI impact on market trends - The global digital content market size is estimated to grow by USD 927 billion from 2024-2028, according to Technavio. The market is estimated to grow at a CAGR of 15.7% during the forecast period.",https://mma.prnewswire.com/media/2575570/IRTNTR44163_bw_info_v4.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.744043'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.325282,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.041502', 'ticker_sentiment_score': '0.152082', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.103509', 'ticker_sentiment_score': '0.14031', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.158367', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ROKU', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IHRT', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SPOT', 'relevance_score': '0.062217', 'ticker_sentiment_score': '0.142217', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BIDU', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GCI', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NNMTF', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EA', 'relevance_score': '0.020758', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Gaming Market projected to grow by USD 117.2 Billion  ( 2024-2028 ) , driven by AR and VR game adoption, report highlights AI's role in market evolution - Technavio",https://www.benzinga.com/pressreleases/24/12/n42397587/gaming-market-projected-to-grow-by-usd-117-2-billion-2024-2028-driven-by-ar-and-vr-game-adoption-r,2024-12-09 18:58:00,['PRNewswire'],"NEW YORK, Dec. 9, 2024 /PRNewswire/ -- Report on how AI is driving market transformation - The global gaming market size is estimated to grow by USD 117.2 billion from 2024-2028, according to Technavio. The market is estimated to grow at a CAGR of 9.56% during the forecast period.",https://mma.prnewswire.com/media/2575130/IRTNTR45494_bw_info_v4.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.308343,Somewhat-Bullish,"[{'ticker': 'NVDA', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NCBDF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTDOF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SQNXF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UBSFF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TCTZF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.175212', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTES', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DNACF', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EA', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BOWL', 'relevance_score': '0.038131', 'ticker_sentiment_score': '0.059158', 'ticker_sentiment_label': 'Neutral'}]"
Taiwan Semiconductor Extends Lead As Top Chipmaker - Taiwan Semiconductor  ( NYSE:TSM ) ,https://www.benzinga.com/media/24/12/42397029/taiwan-semiconductor-extends-lead-as-top-chipmaker,2024-12-09 18:27:33,['Anusuya Lahiri'],Taiwan Semiconductor Manufacturing Co TSM maintained its global wafer foundry business turf in the third quarter of 2024.,https://cdn.benzinga.com/files/images/story/2024/12/09/Tokyo--Japan--March-2023-an-Image-Of-Tsm.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.94762'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.33589,Somewhat-Bullish,"[{'ticker': 'SSNLF', 'relevance_score': '0.291182', 'ticker_sentiment_score': '0.25509', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.19661', 'ticker_sentiment_score': '0.063532', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GFS', 'relevance_score': '0.381463', 'ticker_sentiment_score': '0.486192', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TSM', 'relevance_score': '0.291182', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Power Vacuum In Syria Increases Geopolitical Instability, China Investigating Nvidia - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/markets/emerging-markets/24/12/42396421/power-vacuum-in-syria-increases-geopolitical-instability-china-investigating-nvidia,2024-12-09 17:56:33,['The Arora Report'],"To gain an edge, this is what you need to know today. An enlarged chart of iShares MSCI Turkey ETF TUR. In Syria, the regime of Bashar al-Assad has fallen after a lightning fast advance by rebels over 11 days. Bashar al-Assad's father Hafez al-Assad seized power in a military coup in November ...",https://contributor-assets.benzinga.com/wp-content/uploads/2024/12/09175329/image-5.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.769861'}, {'topic': 'Financial Markets', 'relevance_score': '0.999346'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.176949,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.07446', 'ticker_sentiment_score': '-0.172851', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'GOOG', 'relevance_score': '0.07446', 'ticker_sentiment_score': '-0.172851', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'META', 'relevance_score': '0.07446', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.184739', 'ticker_sentiment_score': '-0.135519', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.07446', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.07446', 'ticker_sentiment_score': '0.268492', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.037271', 'ticker_sentiment_score': '0.242424', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.148273', 'ticker_sentiment_score': '-0.051167', 'ticker_sentiment_label': 'Neutral'}]"
